Institusi,Halaman Terdeface,Attacker,H,M,R,Lokasi,Kejadian,Arsip,OS
,"dilmil-semarang.go.id/pwnd.htm
							",Akbar dravinky,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-09-05,www.zone-h.org/mirror/id/34172218,
,"inspektorat.penajamkab.go.id
							",Nolep7,H,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-09-04,www.zone-h.org/mirror/id/34169192,
,"fiskal.kemenkeu.go.id/ejournal...
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-01,www.zone-h.org/mirror/id/34120666,
,"kejari-brebeskab.go.id/vz.txt
							",aDriv4,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-28,www.zone-h.org/mirror/id/34142253,
,"samarindakota.go.id/2k.html
							",rizky07,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-08-24,www.zone-h.org/mirror/id/34136943,
,"bantarsari.cilacapkab.go.id/cx...
							",L4NC34,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-22,www.zone-h.org/mirror/id/34134131,
,"bangkatengahkab.go.id/pwnd.htm
							",Akbar dravinky,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-21,www.zone-h.org/mirror/id/34132694,
,"e-riset.litbang.kemkes.go.id/a...
							",D3D0T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/33266280,
,"elab.karantina.pertanian.go.id...
							",D3D0T,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/33229370,
,"eplaqsystem.karantina.pertania...
							",D3D0T,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/33229369,
,"jurnalguru.dinpendikpkp.go.id/...
							",Akbar dravinky,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/33449499,
,"covid19.belitungkab.go.id/read...
							",Akbar dravinky,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/33354637,
,"rsud.padangpariamankab.go.id/h...
							",ArifRHm_,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/34041052,
,"covid19.padangpariamankab.go.i...
							",ArifRHm_,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/34041042,
,"kpu-kuduskab.go.id/pwnd.htm
							",Akbar dravinky,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/34128912,
,"dukcapil.padangpariamankab.go....
							",Moroccan Revolution,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-19,www.zone-h.org/mirror/id/34117703,
,"karangtanjung.pandeglangkab.go...
							",Jax_BCD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-17,www.zone-h.org/mirror/id/34126184,
,"dwp.pandeglangkab.go.id/17.html
							",Jax_BCD,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-17,www.zone-h.org/mirror/id/34126183,
,"www.pa-bondowoso.go.id/ea.txt
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-14,www.zone-h.org/mirror/id/34118633,
,"kejari-buol.go.id
							",Family Attack Cyber,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-14,www.zone-h.org/mirror/id/34118124,
,"indramayukab.go.id/xixi.html
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-14,www.zone-h.org/mirror/id/34117903,
,"staff.kpu-pinrangkab.go.id/ped...
							",Temp3,,M,,"b'<td><img alt=""Romania"" src=""/images/cflags/png/ro.png"" title=""Romania""/></td>'",2020-08-13,www.zone-h.org/mirror/id/33001659,
,"bkd.surabaya.go.id/unggahfile/
							",TEH Squad Cyber,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-13,www.zone-h.org/mirror/id/33972710,
,"hukum.surabaya.go.id/kiriman/
							",TEH Squad Cyber,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-13,www.zone-h.org/mirror/id/33972708,
,"lppd.kapuashulukab.go.id/conta...
							",W3LL SQUAD,,M,,"b'<td><img alt=""Lithuania"" src=""/images/cflags/png/lt.png"" title=""Lithuania""/></td>'",2020-08-13,www.zone-h.org/mirror/id/34083550,
,"satpolpp.kaltimprov.go.id/XD.html
							",Julian Brandt,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-12,www.zone-h.org/mirror/id/34116800,
,"sumbatengahkab.go.id/nt6.php
							",Makato v2.19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-09,www.zone-h.org/mirror/id/34108418,
,"kejari-solok.go.id
							",Bandit.IDiots,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-08,www.zone-h.org/mirror/id/34107089,
,"sofiawd.perfilman.perpusnas.go.id
							",Majalengka Hackers,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-04,www.zone-h.org/mirror/id/34099964,
,"perpustakaan.pn-sungguminasa.g...
							",./Ikari404,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-08-04,www.zone-h.org/mirror/id/34097260,
,"dwp.nttprov.go.id/index.php
							",Simsimi LAMER,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-08-03,www.zone-h.org/mirror/id/34095921,
,"skm.balangankab.go.id/-.php
							",Devil_Star,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-08-02,www.zone-h.org/mirror/id/34094224,
,"dispora.gresikkab.go.id/MN.php
							",M A N D R A,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-31,www.zone-h.org/mirror/id/33988701,
,"papuabaratprov.go.id/sc.htm
							",AnonRoz-Team,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-31,www.zone-h.org/mirror/id/34083603,
,"diskominfo.balangankab.go.id/s...
							",Devil_Star,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-07-28,www.zone-h.org/mirror/id/34077345,
,"satpolpp.balangankab.go.id/st.php
							",Devil_Star,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-07-28,www.zone-h.org/mirror/id/34077309,
,"ditlin.tanamanpangan.pertanian...
							",K4TSUY4-GH05T,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33366938,
,"akabi.tanamanpangan.pertanian....
							",K4TSUY4-GH05T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33366937,
,"arsip.tanamanpangan.pertanian....
							",K4TSUY4-GH05T,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33366936,
,"benih.tanamanpangan.pertanian....
							",K4TSUY4-GH05T,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33366935,
,"bbppmbtph.tanamanpangan.pertan...
							",K4TSUY4-GH05T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33366934,
,"pphtp.tanamanpangan.pertanian....
							",K4TSUY4-GH05T,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33366933,
,"musirawaskab.go.id/Nginx.php
							",Ramdhani7,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33839845,
,"dispendukcapil.mojokertokab.go.id
							",limit[ed],H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33421283,
,"dpmd.mojokertokab.go.id
							",limit[ed],H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-28,www.zone-h.org/mirror/id/33421281,
,"www.kpu-minahasakab.go.id/s3x.php
							",TU4N PRIVATE 404,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-27,www.zone-h.org/mirror/id/34076531,
,"pustaka.pn-sukoharjo.go.id/rep...
							",Xyp3r2667,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-27,www.zone-h.org/mirror/id/34068959,
,"perpus.pa-wonosobo.go.id/repos...
							",Xyp3r2667,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-27,www.zone-h.org/mirror/id/34068953,
,"perpustakaan.pa-purwodadi.go.i...
							",Xyp3r2667,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-27,www.zone-h.org/mirror/id/34068952,
,"sampang.cilacapkab.go.id/vz.txt
							",aDriv4,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-26,www.zone-h.org/mirror/id/34073894,
,"delegasi.pn-metro.go.id/Fighte...
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-25,www.zone-h.org/mirror/id/34068912,
,"perpustakaan.pn-metro.go.id/Fi...
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-25,www.zone-h.org/mirror/id/34068908,
,"sipp.pn-metro.go.id/Fighter.html
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-25,www.zone-h.org/mirror/id/34068907,
,"pn-metro.go.id/Fighter.html
							",Royal Battler BD,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-25,www.zone-h.org/mirror/id/34068836,
,"mekarjayakec.pandeglangkab.go.id
							",./KeyzNet,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-24,www.zone-h.org/mirror/id/34067927,
,"covid19.sambas.go.id/ohayou.php
							",MR.Donut's,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-23,www.zone-h.org/mirror/id/34065834,
,"simpkk.mojokertokab.go.id/p.php
							",OwlSquad,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-07-23,www.zone-h.org/mirror/id/34065688,
,"jurnaldialog.kemenag.go.id/pub...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34046861,
,"jurnalbppid.sultengprov.go.id/...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34038625,
,"ijeajournal.kemdikbud.go.id/pu...
							",Panataran,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34038579,
,"ejournal.perpusnas.go.id/publi...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34038349,
,"ejurnal.malangkab.go.id/public...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34024044,
,"jkpjournal.kalselprov.go.id/pu...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34024026,
,"jurnalbhumiphala.temanggungkab...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34023892,
,"rsudza.acehprov.go.id/publikas...
							",Panataran,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34023891,
,"journal.dkpp.go.id/public/site...
							",Panataran,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-22,www.zone-h.org/mirror/id/34023890,
,"seruyankab.go.id
							",limit[ed],H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-21,www.zone-h.org/mirror/id/34064071,
,"perpustakaan.kemenkopmk.go.id/...
							",Mr.ToKeiChun69,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-20,www.zone-h.org/mirror/id/34062459,
,"perpustakaan.pt-banten.go.id/o...
							",Mr.ToKeiChun69,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-07-20,www.zone-h.org/mirror/id/34062422,
,"perpustakaan.litbang.kemkes.go...
							",Mr.ToKeiChun69,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-20,www.zone-h.org/mirror/id/34062398,
,"digilib.pa-nganjuk.go.id/irev.txt
							",./Ikari404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34057203,
,"pa-nganjuk.go.id/irev.txt
							",./Ikari404,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34057202,
,"ppid.sangihekab.go.id/mei.html
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34050398,
,"tv.sangihekab.go.id/mei.html
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34050397,
,"inspektoratdaerah.sangihekab.g...
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34050396,
,"coronainfo.sangihekab.go.id/me...
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34050395,
,"www.sangihekab.go.id/mei.html
							",./meicookies,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34050394,
,"perpus.pn-rengat.go.id/irev.txt
							",./Ikari404,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-17,www.zone-h.org/mirror/id/34057167,
,"perpustakaan.pn-masamba.go.id/...
							",xNot_RespondinGx,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-15,www.zone-h.org/mirror/id/34054936,
,"digilib.dprd-diy.go.id/lol.txt
							",xNot_RespondinGx,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-15,www.zone-h.org/mirror/id/34054913,
,"sipp.pn-serui.go.id/ye.htm
							",Temp3,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-07-15,www.zone-h.org/mirror/id/34054910,
,"perpustakaan.pn-mungkid.go.id/...
							",./Ikari404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-13,www.zone-h.org/mirror/id/34016997,
,"perpustakaan.pt-jambi.go.id/re...
							",./Ikari404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-13,www.zone-h.org/mirror/id/34016996,
,"sipulan.pn-manna.go.id/reposit...
							",./Ikari404,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-13,www.zone-h.org/mirror/id/34016995,
,"kkp.go.id
							",NmR.Hacker,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-13,www.zone-h.org/mirror/id/34049052,
,"www.pn-sinjai.go.id/a.php
							",mr.anderson,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-12,www.zone-h.org/mirror/id/34050994,
,"diskominfo.pangkalpinangkota.g...
							",Family Attack Cyber,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-11,www.zone-h.org/mirror/id/34050124,
,"pn-bengkulu.go.id/zz.php
							",zeerx7,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-11,www.zone-h.org/mirror/id/34049625,
,"ttg.lipi.go.id/bismillah.html
							",Mr.Rm19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-09,www.zone-h.org/mirror/id/34047518,
,"pangkepkab.go.id/readme.htm
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-08,www.zone-h.org/mirror/id/34046053,
,"rebyc-cti.kkp.go.id/xmlrpc.php
							",MR.5T1Y0,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-07,www.zone-h.org/mirror/id/34045918,
,"sumut.bawaslu.go.id/a.php
							",Ramdhani7,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-07,www.zone-h.org/mirror/id/34045808,
,"kpu-lampungselatan.go.id/Mr.htm
							",Royal Battler BD,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-06,www.zone-h.org/mirror/id/34043827,
,"dprd-sidrapkab.go.id/images/jr...
							",MiSh,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-06,www.zone-h.org/mirror/id/34026507,
,"www.puslat.kkp.go.id/ngy.html
							",kowalskyi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-04,www.zone-h.org/mirror/id/34041157,
,"padangpariamankab.go.id
							",ArifRHm_,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-04,www.zone-h.org/mirror/id/34040994,
,"balaitekpen.dephub.go.id/phpin...
							",SPEEDY-03 LAMER,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-04,www.zone-h.org/mirror/id/34040225,
,"puciptakarya.sidoarjokab.go.id
							",Ramdhani7,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-03,www.zone-h.org/mirror/id/34033292,
,"jbs.luwuutarakab.go.id/public/...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34023866,
,"ejournal.kemenpar.go.id/public...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34023865,
,"www.jurnal.bwi.go.id/public/si...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Lithuania"" src=""/images/cflags/png/lt.png"" title=""Lithuania""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34023864,
,"ejournal.bappeda.bantenprov.go...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34023863,
,"workingpapers.bappenas.go.id/p...
							",Mr.Kro0oz.305,,M,,b'<td></td>',2020-07-02,www.zone-h.org/mirror/id/34023862,
,"ejpp.balitbang.pemkomedan.go.i...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34023861,
,"jurnal.kemendag.go.id/public/s...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34019975,
,"jurnal.bppk.kemenkeu.go.id/pub...
							",Mr.Kro0oz.305,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34019974,
,"jurnal-dikpora.jogjaprov.go.id...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-07-02,www.zone-h.org/mirror/id/34019971,
